MB147 Q0 318021105094897665 1 8.510438 2013-2013-baseline# TResult(id:318021105094897665, rsv:8.510437965393066, screen_name:ItsZakGodard, epoch:1364657114, text:The Victoria Secret commercials make commercials worth watching., followers_count:623, statuses_count:8101, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305902250923003904 3048 5.256553 2013-2013-baseline# TResult(id:305902250923003904, rsv:5.256552696228027, screen_name:shakiracurtis18, epoch:1361767754, text:There shouldn't be school after major live shows like the Oscars,the Victoria Secret Fashion Show or the Super Bowl👌, followers_count:135, statuses_count:1627, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302919689703669761 3049 5.256553 2013-2013-baseline# TResult(id:302919689703669761, rsv:5.256552696228027, screen_name:Amaliamlt_RAW, epoch:1361056656, text:When I say I love you,what I really mean is,than I love you : Victoria's Secret-Behati, followers_count:80, statuses_count:4585, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312649287991443457 3050 5.256553 2013-2013-baseline# TResult(id:312649287991443457, rsv:5.256552696228027, screen_name:KSChevyPrincess, epoch:1363376373, text:You know you're a country girl when you go shopping and come home with Victoria's Secret and ammo. http://t.co/BaTgbzkDWx, followers_count:171, statuses_count:2308, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312644959499063296 3051 5.256553 2013-2013-baseline# TResult(id:312644959499063296, rsv:5.256552696228027, screen_name:HotJillyPepper, epoch:1363375341, text:Just tried on so many Victoria's Secret bathing suits. It's safe to say I want them allllllllll. #gimmiegimmie, followers_count:480, statuses_count:26647, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299177355539267586 3052 5.256553 2013-2013-baseline# TResult(id:299177355539267586, rsv:5.256552696228027, screen_name:stylemeinPINK, epoch:1360164414, text:VICTORIA'S SECRET PINK PAJAMA BOTTOMS SIZE M NAVY BLUE WHITE DOTS &amp; GRAPHICS : http://t.co/hUnReELU #ebaymobile, followers_count:407, statuses_count:11551, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299180790649077760 3053 5.256553 2013-2013-baseline# TResult(id:299180790649077760, rsv:5.256552696228027, screen_name:ssalvarez, epoch:1360165233, text:So proud of myself for paying off my whole angles/ Victoria's Secret credit card!!!!😃, followers_count:100, statuses_count:1148, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309521436148641792 3054 5.256553 2013-2013-baseline# TResult(id:309521436148641792, rsv:5.256552696228027, screen_name:LittleSunshhine, epoch:1362630635, text:I wish I had a body like a Victoria's secret model. -.- #ihateyoufat #fatgirlproblems #fatfordays, followers_count:272, statuses_count:12582, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302660259447721984 3055 5.256553 2013-2013-baseline# TResult(id:302660259447721984, rsv:5.256552696228027, screen_name:mr_three_sixty, epoch:1360994803, text:Accidentally went into Victoria's Secret.... Got u somethn to put on, so I can take it off, followers_count:145, statuses_count:15851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300329744749174784 3056 5.256553 2013-2013-baseline# TResult(id:300329744749174784, rsv:5.256552696228027, screen_name:laurenturnerr11, epoch:1360439165, text:Victorias Secret new bathing suit line &gt;&gt;&gt;&gt;&gt;, followers_count:152, statuses_count:8679, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311472399843475457 3057 5.256553 2013-2013-baseline# TResult(id:311472399843475457, rsv:5.256552696228027, screen_name:Jazzles3, epoch:1363095781, text:I just added this to my closet on Poshmark: VIctoria Secret Makeup Kit. http://t.co/YiNkjAv2T0 via @poshmarkapp #shopmycloset, followers_count:69, statuses_count:2943, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310530736673398784 3058 5.256553 2013-2013-baseline# TResult(id:310530736673398784, rsv:5.256552696228027, screen_name:LaurenIgartua, epoch:1362871271, text:Victoria's Secret lace back panties &gt; Ladies you know what's uppp :) lol, followers_count:206, statuses_count:2185, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300771736310403072 3059 5.256553 2013-2013-baseline# TResult(id:300771736310403072, rsv:5.256552696228027, screen_name:Qwiqq, epoch:1360544544, text:#Yum for free! RT @jackwrigley Victoria's Secret Chocolates free with $75.00 purchase.  Free http://t.co/0EJU7BR9, followers_count:19479, statuses_count:5051, lang:null, in_reply_to_status_id:300740345010978816, in_reply_to_user_id:23959780, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300783610380828672 3060 5.256553 2013-2013-baseline# TResult(id:300783610380828672, rsv:5.256552696228027, screen_name:Devin_Sheahan16, epoch:1360547375, text:Wiz could have came in yoga pants and a Victoria secret shirt and still look badass with it on, followers_count:97, statuses_count:3393, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316030249345372160 3061 5.256553 2013-2013-baseline# TResult(id:316030249345372160, rsv:5.256552696228027, screen_name:Slynnn_, epoch:1364182457, text:“@TanGurlz:best things in the world:Tanning Food Wanelo Victoria's Secret PINK Leggings Shopping Starbucks Makeup Long hair Summer Concerts”, followers_count:79, statuses_count:3974, lang:null, in_reply_to_status_id:316028061860642816, in_reply_to_user_id:522526329, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316034905047973888 3062 5.256553 2013-2013-baseline# TResult(id:316034905047973888, rsv:5.256552696228027, screen_name:obedientbitch, epoch:1364183567, text:Got some new body butter from victoria secret... Smells so good I just want to rape myself., followers_count:1274, statuses_count:1909, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300785124524584961 3063 5.256553 2013-2013-baseline# TResult(id:300785124524584961, rsv:5.256552696228027, screen_name:heidi____Klum, epoch:1360547736, text:Candice Swanepoel Shows Off Her Sexy Legs In New Victoria's Secret Lingerie Shoot:  With Valentine's Day righ... http://t.co/TqXGdcdz, followers_count:353, statuses_count:15688, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300785137115860992 3064 5.256553 2013-2013-baseline# TResult(id:300785137115860992, rsv:5.256552696228027, screen_name:IncoloMate, epoch:1360547739, text:Candice Swanepoel Shows Off Her Sexy Legs In New Victoria's Secret Lingerie Shoot:  With Valentine's Day righ... http://t.co/nKj8SNvj, followers_count:54, statuses_count:5769, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314088789939195904 3065 5.256553 2013-2013-baseline# TResult(id:314088789939195904, rsv:5.256552696228027, screen_name:EmmaMcMillan3, epoch:1363719577, text:The biggest distractions present themselves whenever you have to study ..thanks Instagram, twitter, and Victoria secrets, followers_count:401, statuses_count:3087, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298001083941416960 3066 5.256553 2013-2013-baseline# TResult(id:298001083941416960, rsv:5.256552696228027, screen_name:ika_iskandar, epoch:1359883969, text:Nak metronomy, snow patrol, skrillex, adam levine and victoria secret models datang malaysia. Hehehe pls pls, followers_count:193, statuses_count:13620, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297924793745936384 3067 5.256553 2013-2013-baseline# TResult(id:297924793745936384, rsv:5.256552696228027, screen_name:kierstenburkee, epoch:1359865780, text:My mind says Victoria Secret model, but my heart says chocolate, pizza, food., followers_count:785, statuses_count:2742, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297918485516910592 3068 5.256553 2013-2013-baseline# TResult(id:297918485516910592, rsv:5.256552696228027, screen_name:VanessaHudgCrew, epoch:1359864276, text:My mind says Victoria Secret model, but my heart says chocolate, pizza, food., followers_count:1048, statuses_count:339, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 304833907130503169 3069 5.256553 2013-2013-baseline# TResult(id:304833907130503169, rsv:5.256552696228027, screen_name:dudaagoncalves, epoch:1361513041, text:My mind says Victoria Secret model, but my heart says chocolate, pizza, food., followers_count:244, statuses_count:16314, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312100098442141696 3070 5.256553 2013-2013-baseline# TResult(id:312100098442141696, rsv:5.256552696228027, screen_name:ExoticWoo, epoch:1363245436, text:"Victoria's Secret Swim Bikinis 2013" With Candice Swanepoel &amp; Doutzen Kroes by FashionChannel http://t.co/rqbNoSgwup, followers_count:0, statuses_count:198, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311722715939753985 3071 5.256553 2013-2013-baseline# TResult(id:311722715939753985, rsv:5.256552696228027, screen_name:jswifty250, epoch:1363155461, text:@BBandAblog AMEN. And Victoria's Secret seems to think women's boobs don't get past a certain size. 😭, followers_count:3010, statuses_count:119996, lang:null, in_reply_to_status_id:311718423338053633, in_reply_to_user_id:97985582, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301882480292679680 3072 5.256553 2013-2013-baseline# TResult(id:301882480292679680, rsv:5.256552696228027, screen_name:infamousjordan, epoch:1360809366, text:“@plies: Do Women still wear Victoria Secret or is dat just Hood Shit???”LOL, followers_count:3713, statuses_count:81441, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301885756048289792 3073 5.256553 2013-2013-baseline# TResult(id:301885756048289792, rsv:5.256552696228027, screen_name:KeondreJovin, epoch:1360810147, text:@andrewroembke @juanya_marie true, a man invented Victoria secret! One of the favorite stores for women.. #BrilliantMan, followers_count:233, statuses_count:4184, lang:null, in_reply_to_status_id:301885049182248960, in_reply_to_user_id:359497429, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301759591354621953 3074 5.256553 2013-2013-baseline# TResult(id:301759591354621953, rsv:5.256552696228027, screen_name:C_Dawg2, epoch:1360780067, text:I love victoria secrets very sexy cheekies!!!! 👍 soo silky soft! 😊, followers_count:198, statuses_count:7441, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300731252896575488 3075 5.256553 2013-2013-baseline# TResult(id:300731252896575488, rsv:5.256552696228027, screen_name:KatrinaAnnee, epoch:1360534892, text:“@Chayywall: I wish they had a Victorias secret outlet” that would be a dream come true 😱👍👙, followers_count:182, statuses_count:1823, lang:null, in_reply_to_status_id:300730905276841984, in_reply_to_user_id:316196117, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315477700154388481 3076 5.256553 2013-2013-baseline# TResult(id:315477700154388481, rsv:5.256552696228027, screen_name:brooklynnn_g, epoch:1364050719, text:And I hate how backed up Victoria's Secret is with their bathing suits..Where's my top? 😡, followers_count:596, statuses_count:17791, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299684413330059264 3077 5.256553 2013-2013-baseline# TResult(id:299684413330059264, rsv:5.256552696228027, screen_name:sweetdeesnuts, epoch:1360285306, text:is it rude to say that Victoria Secret PINK pants are not real yoga pants???, followers_count:221, statuses_count:1372, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308421454733668352 3078 5.256553 2013-2013-baseline# TResult(id:308421454733668352, rsv:5.256552696228027, screen_name:letmalikyacat, epoch:1362368379, text:@ArianaGrande #thebibble i met you at the boca mall like 2 months ago in victorias secret lol, followers_count:290, statuses_count:2698, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308421576397824001 3079 5.256553 2013-2013-baseline# TResult(id:308421576397824001, rsv:5.256552696228027, screen_name:KindelPop, epoch:1362368408, text:"@howtobeakeeper: If she shops at Victoria's Secret #ShesAKeeper" or if he buys you VS... #hesakeeper #sweats, followers_count:199, statuses_count:2176, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310668452455133184 3080 5.256553 2013-2013-baseline# TResult(id:310668452455133184, rsv:5.256552696228027, screen_name:Azim2107, epoch:1362904105, text:"@livingroses: Victoria's Secret 😊 http://t.co/gap2TMn4fT"ahhhh pure seduction!  *.*, followers_count:368, statuses_count:27963, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316441110794874880 3081 5.256553 2013-2013-baseline# TResult(id:316441110794874880, rsv:5.256552696228027, screen_name:sabihrazvi, epoch:1364280414, text:I would ask my boyfriend to get me Victoria Secrets you know what :-P  #IfIWereTheOppositeGender, followers_count:131, statuses_count:1063, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299692730613915648 3082 5.256553 2013-2013-baseline# TResult(id:299692730613915648, rsv:5.256552696228027, screen_name:orey_with_a_k, epoch:1360287289, text:Did you know Victoria's Secret has a men's fragrance, because I'm freaking out right now. #igottahaveit, followers_count:125, statuses_count:17817, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307602231681744896 3083 5.256553 2013-2013-baseline# TResult(id:307602231681744896, rsv:5.256552696228027, screen_name:BrookyThornton, epoch:1362173061, text:First gym session - DONE! I will look like a Victoria's Secret model!!, followers_count:484, statuses_count:4241, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298772479374147584 3084 5.256553 2013-2013-baseline# TResult(id:298772479374147584, rsv:5.256552696228027, screen_name:fashionsale365, epoch:1360067884, text:#5: Victoria Secret Drenched in Pink Soft and Dreamy Body Mist 8.4oz http://t.co/0WRB4SY4 #fragrance, followers_count:2, statuses_count:46384, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307524658025099265 3085 5.256553 2013-2013-baseline# TResult(id:307524658025099265, rsv:5.256552696228027, screen_name:nicoleawee, epoch:1362154566, text:@k_schneidah I saw Ohio state stuff on the Victoria's Secret website, I thought of you 😍, followers_count:97, statuses_count:3387, lang:null, in_reply_to_status_id:307520613013135360, in_reply_to_user_id:285820552, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
