MB128 Q0 304306200781156352 1 5.987014 2013-2013-baseline# TResult(id:304306200781156352, rsv:5.987013816833496, screen_name:amaadius, epoch:1361387226, text:amadius**** Shop online safely and securely on Phoenix Online Clothing:   Phoenixo Online Clothing is an onlin... http://t.co/K7MiKNSQ, followers_count:72, statuses_count:3851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298116708319776770 2546 2.976972 2013-2013-baseline# TResult(id:298116708319776770, rsv:2.9769721031188965, screen_name:lanasprincess, epoch:1359911536, text:me today: i have so much nice clothes omg never buying clothes again me every other day: wtf is this i have nothing to wear wtf so mad w t f, followers_count:135, statuses_count:11255, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313473829458563072 2547 2.976972 2013-2013-baseline# TResult(id:313473829458563072, rsv:2.9769721031188965, screen_name:InsomniacXD, epoch:1363572959, text:Tonta "@Karizzle_: I have a real problem....I wasted so much money on clothes....its only been 2 days. But the clothes are so preeeetty lol", followers_count:119, statuses_count:59782, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313470033609228288 2548 2.976972 2013-2013-baseline# TResult(id:313470033609228288, rsv:2.9769721031188965, screen_name:DeformedAhstrux, epoch:1363572054, text:&lt;&lt; her friend to tell her to bring her some clothes. I couldn't even bring myself to feel bad for tearing her clothes off as I pulled my &gt;&gt;, followers_count:79, statuses_count:123, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317748211123097601 2549 2.976972 2013-2013-baseline# TResult(id:317748211123097601, rsv:2.9769721031188965, screen_name:kierstijenae, epoch:1364592051, text:Can you believe it's been over a year since I have gotten myself clothes.. A YEAR!! I won't even let anyone else get me clothes either 😒, followers_count:210, statuses_count:1542, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309041414828875776 2550 2.976972 2013-2013-baseline# TResult(id:309041414828875776, rsv:2.9769721031188965, screen_name:Juice_o3, epoch:1362516189, text:@mackdaddyjan I'm donating a lot of my clothes to the good will. I had a bunch of clothes I didn't wear.. So might as well. &amp; ima text you., followers_count:146, statuses_count:2362, lang:null, in_reply_to_status_id:309040864196448256, in_reply_to_user_id:1094192467, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299400064701452288 2551 2.976972 2013-2013-baseline# TResult(id:299400064701452288, rsv:2.9769721031188965, screen_name:ChefPilarr, epoch:1360217512, text:I need to sell clothes I have vintage 60s clothing jewelry shoes&amp;cute trendy never worn before dresses where can I sell them for the most $, followers_count:276, statuses_count:383, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303683015303892993 2552 2.976972 2013-2013-baseline# TResult(id:303683015303892993, rsv:2.9769721031188965, screen_name:KELLtoosuave, epoch:1361238647, text:You don't understand how much I hate dealing with my own clothes. Especially working in retail. Lol man. I have a love hate for my clothes., followers_count:529, statuses_count:65986, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305842318504767488 2553 2.976972 2013-2013-baseline# TResult(id:305842318504767488, rsv:2.9769721031188965, screen_name:Kaytlynnmarie, epoch:1361753465, text:if your clothes have been done for 30 minutes then you need to get them. if you had washers 6 &amp; 8 i put your clothes in 17 and 11, followers_count:316, statuses_count:10099, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303674706375086082 2554 2.976972 2013-2013-baseline# TResult(id:303674706375086082, rsv:2.9769721031188965, screen_name:mellissalouise_, epoch:1361236666, text:Throw your clothes on the floor, I'm gonna take my clothes off too. I made plans to be with you, boy whatever you ask me you know I'll do, followers_count:787, statuses_count:27206, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 316957018592276481 2555 2.976972 2013-2013-baseline# TResult(id:316957018592276481, rsv:2.9769721031188965, screen_name:MizMaybach, epoch:1364403416, text:U have to curse the future thief of your clothes in order to meet them intact when u dry your clothes on the line. This struggle life., followers_count:807, statuses_count:58884, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308759247192219648 2556 2.976972 2013-2013-baseline# TResult(id:308759247192219648, rsv:2.9769721031188965, screen_name:ncrowe16, epoch:1362448915, text:Clothes on in bed? Too hot. Clothes off? Too cold. One leg out the duvet? A monster will get me. I can't win. :(, followers_count:173, statuses_count:3694, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303660533809299456 2557 2.976972 2013-2013-baseline# TResult(id:303660533809299456, rsv:2.9769721031188965, screen_name:Clairepoultney, epoch:1361233287, text:There's so many clothes I want but I really don't think they'll suit me. I can't pull off fashionable clothes I swear. I just look silly., followers_count:600, statuses_count:21483, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302850810872733696 2558 2.976972 2013-2013-baseline# TResult(id:302850810872733696, rsv:2.9769721031188965, screen_name:InsomniacIvann, epoch:1361040234, text:I'm glad my cloths don't fit my cousins. Cause they always take my brothers cloths lol...I have a size 8.5 foot:( so they take my shoes tho, followers_count:126, statuses_count:3247, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315526458917392385 2559 2.976972 2013-2013-baseline# TResult(id:315526458917392385, rsv:2.9769721031188965, screen_name:Phrustated, epoch:1364062344, text:A movie is too short to wear the same clothes in a dance sequence. RT @moonsez Life us too short to wear the same clothes all day., followers_count:252, statuses_count:57835, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299666906284179456 2560 2.976972 2013-2013-baseline# TResult(id:299666906284179456, rsv:2.9769721031188965, screen_name:NonElin, epoch:1360281132, text:Its not the cloth that makes the man but the man who cuts the cloth and shares the yarn to sew the seed in that we all grow! #BBCQT EQUALITY, followers_count:745, statuses_count:10539, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308558721716473856 2561 2.976972 2013-2013-baseline# TResult(id:308558721716473856, rsv:2.9769721031188965, screen_name:Artryas, epoch:1362401106, text:The smartest thing to do with clothes you don't need/use, is to not use it as a table cloth but to give it to someone who actually needs it., followers_count:570, statuses_count:5436, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297621797216608256 2562 2.976972 2013-2013-baseline# TResult(id:297621797216608256, rsv:2.9769721031188965, screen_name:cashbackstores, epoch:1359793540, text:[Clothes coupons] $10 off $100+ Order at Cookie's Kids (Apparel/Clothing, Babies/Kids) + 3% cashback via MrReba... http://t.co/QESTBnBt, followers_count:1, statuses_count:28768, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297619372938240000 2563 2.976972 2013-2013-baseline# TResult(id:297619372938240000, rsv:2.9769721031188965, screen_name:DealsFerReal, epoch:1359792962, text:Act Quick: 25-50% Off Clothing Sets for Baby Girls': Save 25% to 50% on clothing sets for baby. Direct from Amaz... http://t.co/LNXVRDxY, followers_count:64, statuses_count:2593, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303289824452960256 2564 2.976972 2013-2013-baseline# TResult(id:303289824452960256, rsv:2.9769721031188965, screen_name:MitchMickEye, epoch:1361144903, text:How can I take the clothes I buy in Paris home with me if I can barely fit any of the clothes I already own into 1 suitcase?, followers_count:150, statuses_count:1693, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307911456752533504 2565 2.976972 2013-2013-baseline# TResult(id:307911456752533504, rsv:2.9769721031188965, screen_name:aNichole91, epoch:1362246786, text:@_apriljay lol my baby needs more clothes! I didn't get a lot of NB clothes cause I thought she'd be grown out of them but she hasn't yet ha, followers_count:32, statuses_count:3328, lang:null, in_reply_to_status_id:307892923935105024, in_reply_to_user_id:415167977, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308131833839763457 2566 2.976972 2013-2013-baseline# TResult(id:308131833839763457, rsv:2.9769721031188965, screen_name:Swift13_Forever, epoch:1362299328, text:One time, Tay went to a photoshoot, but there's only bra and she said:No, Let’s get me some clothes,because I wear clothes. #SwiftFact, followers_count:165, statuses_count:844, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305806390088318976 2567 2.976972 2013-2013-baseline# TResult(id:305806390088318976, rsv:2.9769721031188965, screen_name:donimoclaudine, epoch:1361744899, text:Heres the deal I #F4F everyone w respectable Tweets (0 Tweets = 0 #Followback :) &amp; with Clothes on (0 Clothes = 0 #FB :), followers_count:46, statuses_count:129, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303468560523612160 2568 2.976972 2013-2013-baseline# TResult(id:303468560523612160, rsv:2.9769721031188965, screen_name:ItzActulyTimmy, epoch:1361187517, text:Lowkey, I feel like I got kicked out the house ( .___.) I have clothes, food, school stuff, some more clothes, and money .-., followers_count:328, statuses_count:42437, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312598121697931266 2569 2.976972 2013-2013-baseline# TResult(id:312598121697931266, rsv:2.9769721031188965, screen_name:Chlojaii, epoch:1363364174, text:Saying you like what you wore um up your on ass a bit... — Because I like my clothes lol! I don't buy clothes th... http://t.co/L4snNj3bU0, followers_count:259, statuses_count:5103, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301273043727155201 2570 2.976972 2013-2013-baseline# TResult(id:301273043727155201, rsv:2.9769721031188965, screen_name:Living_1D_Life, epoch:1360664065, text:Now i have to go shopping and buy lots of clothes for college! When i'm in Secondary, i always wanted to wear home clothes. Now, no, followers_count:13805, statuses_count:58824, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305449576461111297 2571 2.976972 2013-2013-baseline# TResult(id:305449576461111297, rsv:2.9769721031188965, screen_name:LeonardLDupree, epoch:1361659828, text:The characteristic response we are to make to God as He comes to us clothed in His promises, clothed with the gospel, is faith. Robert Doyle, followers_count:250, statuses_count:179, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308584785117315072 2572 2.976972 2013-2013-baseline# TResult(id:308584785117315072, rsv:2.9769721031188965, screen_name:Neha0Bajaj, epoch:1362407320, text:Tht kind of weather that confuses clothing pattern.. Sm r shedding woolen clothes, sm still in em' n sm dress as if they r in Goa#whattowear, followers_count:73, statuses_count:361, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315542925775880194 2573 2.976972 2013-2013-baseline# TResult(id:315542925775880194, rsv:2.9769721031188965, screen_name:TaRenns, epoch:1364066270, text:There is this homeless guy who holds a sign asking for specific clothing items, and I feel bad, sooo he has a lot of nice clothes now, followers_count:234, statuses_count:5163, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311884708344643584 2574 2.976972 2013-2013-baseline# TResult(id:311884708344643584, rsv:2.9769721031188965, screen_name:BI_Ingles_SEV, epoch:1363194083, text:Drier and Dryer *If your clothes are wet, put them in a clothes dryer. That will make them drier. *Using a hair... http://t.co/bwEFE0gA7X, followers_count:6, statuses_count:670, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306212612616634368 2575 2.976972 2013-2013-baseline# TResult(id:306212612616634368, rsv:2.9769721031188965, screen_name:sweet_Sosa_, epoch:1361841750, text:Realizing you have A LOT of clothes and you only put half of the clothes &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;, followers_count:130, statuses_count:360, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305068976914956289 2576 2.976972 2013-2013-baseline# TResult(id:305068976914956289, rsv:2.9769721031188965, screen_name:AnnaHite, epoch:1361569086, text:When I go to your average clothing store, I see plenty of clothes that are sized x-small, small, and medium or like 00 through about 5., followers_count:185, statuses_count:14757, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297724452807012353 2577 2.976972 2013-2013-baseline# TResult(id:297724452807012353, rsv:2.9769721031188965, screen_name:MyronBANDGEEK, epoch:1359818015, text:Me: "THERES NO RULES" (while taking clothes off) Wife: "PUT YOUR CLOTHES BACK ON!!!" Me:"THERE'S ONE RULE!!!!!", followers_count:533, statuses_count:9690, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304964110943129600 2578 2.976972 2013-2013-baseline# TResult(id:304964110943129600, rsv:2.9769721031188965, screen_name:carlcasbolt, epoch:1361544084, text:#phpuk13 PHP developers don't want to wash clothes anymore, they want cheap new clothes - is this why we get free tshirts at these things??, followers_count:54, statuses_count:33, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
